interval,date,boro_nm,category,call_count
daily,2024-11-19,Staten Island,Potential Crime,117
daily,2024-11-20,Bronx,Confirmed Crime,508
daily,2024-11-20,Bronx,Potential Crime,596
daily,2024-11-20,Brooklyn,Confirmed Crime,617
daily,2024-11-20,Brooklyn,Potential Crime,865
daily,2024-11-20,Manhattan,Confirmed Crime,593
daily,2024-11-20,Manhattan,Potential Crime,821
daily,2024-11-20,Queens,Confirmed Crime,466
daily,2024-11-20,Queens,Potential Crime,595
daily,2024-11-20,Staten Island,Confirmed Crime,83
daily,2024-11-20,Staten Island,Potential Crime,104
daily,2024-11-21,Bronx,Confirmed Crime,476
daily,2024-11-21,Bronx,Potential Crime,536
daily,2024-11-21,Brooklyn,Confirmed Crime,565
daily,2024-11-21,Brooklyn,Potential Crime,859
daily,2024-11-21,Manhattan,Confirmed Crime,597
daily,2024-11-21,Manhattan,Potential Crime,680
daily,2024-11-21,Queens,Confirmed Crime,462
daily,2024-11-21,Queens,Potential Crime,594
daily,2024-11-21,Staten Island,Confirmed Crime,59
daily,2024-11-21,Staten Island,Potential Crime,110
daily,2024-11-22,Bronx,Confirmed Crime,515
daily,2024-11-22,Bronx,Potential Crime,585
daily,2024-11-22,Brooklyn,Confirmed Crime,614
daily,2024-11-22,Brooklyn,Potential Crime,936
daily,2024-11-22,Manhattan,Confirmed Crime,622
daily,2024-11-22,Manhattan,Potential Crime,798
daily,2024-11-22,Queens,Confirmed Crime,452
daily,2024-11-22,Queens,Potential Crime,772
daily,2024-11-22,Staten Island,Confirmed Crime,54
daily,2024-11-22,Staten Island,Potential Crime,123
daily,2024-11-23,Bronx,Confirmed Crime,479
daily,2024-11-23,Bronx,Potential Crime,691
daily,2024-11-23,Brooklyn,Confirmed Crime,563
daily,2024-11-23,Brooklyn,Potential Crime,1012
daily,2024-11-23,Manhattan,Confirmed Crime,659
daily,2024-11-23,Manhattan,Potential Crime,843
daily,2024-11-23,Queens,Confirmed Crime,466
daily,2024-11-23,Queens,Potential Crime,822
daily,2024-11-23,Staten Island,Confirmed Crime,72
daily,2024-11-23,Staten Island,Potential Crime,110
daily,2024-11-24,Bronx,Confirmed Crime,483
daily,2024-11-24,Bronx,Potential Crime,704
daily,2024-11-24,Brooklyn,Confirmed Crime,645
daily,2024-11-24,Brooklyn,Potential Crime,1109
daily,2024-11-24,Manhattan,Confirmed Crime,577
daily,2024-11-24,Manhattan,Potential Crime,738
daily,2024-11-24,Queens,Confirmed Crime,493
daily,2024-11-24,Queens,Potential Crime,794
daily,2024-11-24,Staten Island,Confirmed Crime,50
daily,2024-11-24,Staten Island,Potential Crime,100
daily,2024-11-25,Bronx,Confirmed Crime,539
daily,2024-11-25,Bronx,Potential Crime,624
daily,2024-11-25,Brooklyn,Confirmed Crime,711
daily,2024-11-25,Brooklyn,Potential Crime,898
daily,2024-11-25,Manhattan,Confirmed Crime,578
daily,2024-11-25,Manhattan,Potential Crime,698
daily,2024-11-25,Queens,Confirmed Crime,458
daily,2024-11-25,Queens,Potential Crime,662
daily,2024-11-25,Staten Island,Confirmed Crime,60
daily,2024-11-25,Staten Island,Potential Crime,100
daily,2024-11-26,Bronx,Confirmed Crime,558
daily,2024-11-26,Bronx,Potential Crime,586
daily,2024-11-26,Brooklyn,Confirmed Crime,654
daily,2024-11-26,Brooklyn,Potential Crime,836
daily,2024-11-26,Manhattan,Confirmed Crime,570
daily,2024-11-26,Manhattan,Potential Crime,695
daily,2024-11-26,Queens,Confirmed Crime,462
daily,2024-11-26,Queens,Potential Crime,654
daily,2024-11-26,Staten Island,Confirmed Crime,62
daily,2024-11-26,Staten Island,Potential Crime,125
daily,2024-11-27,Bronx,Confirmed Crime,540
daily,2024-11-27,Bronx,Potential Crime,541
daily,2024-11-27,Brooklyn,Confirmed Crime,617
daily,2024-11-27,Brooklyn,Potential Crime,796
daily,2024-11-27,Manhattan,Confirmed Crime,513
daily,2024-11-27,Manhattan,Potential Crime,696
daily,2024-11-27,Queens,Confirmed Crime,415
daily,2024-11-27,Queens,Potential Crime,636
daily,2024-11-27,Staten Island,Confirmed Crime,77
daily,2024-11-27,Staten Island,Potential Crime,126
daily,2024-11-28,Bronx,Confirmed Crime,381
daily,2024-11-28,Bronx,Potential Crime,492
daily,2024-11-28,Brooklyn,Confirmed Crime,450
daily,2024-11-28,Brooklyn,Potential Crime,683
daily,2024-11-28,Manhattan,Confirmed Crime,385
daily,2024-11-28,Manhattan,Potential Crime,532
daily,2024-11-28,Queens,Confirmed Crime,300
daily,2024-11-28,Queens,Potential Crime,564
daily,2024-11-28,Staten Island,Confirmed Crime,33
daily,2024-11-28,Staten Island,Potential Crime,117
daily,2024-11-29,Bronx,Confirmed Crime,491
daily,2024-11-29,Bronx,Potential Crime,698
daily,2024-11-29,Brooklyn,Confirmed Crime,601
daily,2024-11-29,Brooklyn,Potential Crime,951
daily,2024-11-29,Manhattan,Confirmed Crime,537
daily,2024-11-29,Manhattan,Potential Crime,819
daily,2024-11-29,Queens,Confirmed Crime,454
daily,2024-11-29,Queens,Potential Crime,747
daily,2024-11-29,Staten Island,Confirmed Crime,49
daily,2024-11-29,Staten Island,Potential Crime,130
daily,2024-11-30,Bronx,Confirmed Crime,509
daily,2024-11-30,Bronx,Potential Crime,607
daily,2024-11-30,Brooklyn,Confirmed Crime,569
daily,2024-11-30,Brooklyn,Potential Crime,906
daily,2024-11-30,Manhattan,Confirmed Crime,574
daily,2024-11-30,Manhattan,Potential Crime,854
daily,2024-11-30,Queens,Confirmed Crime,420
daily,2024-11-30,Queens,Potential Crime,705
daily,2024-11-30,Staten Island,Confirmed Crime,52
daily,2024-11-30,Staten Island,Potential Crime,152
daily,2024-12-01,Bronx,Confirmed Crime,482
daily,2024-12-01,Bronx,Potential Crime,678
daily,2024-12-01,Brooklyn,Confirmed Crime,568
daily,2024-12-01,Brooklyn,Potential Crime,944
daily,2024-12-01,Manhattan,Confirmed Crime,530
daily,2024-12-01,Manhattan,Potential Crime,756
daily,2024-12-01,Queens,Confirmed Crime,424
daily,2024-12-01,Queens,Potential Crime,762
daily,2024-12-01,Staten Island,Confirmed Crime,58
daily,2024-12-01,Staten Island,Potential Crime,125
daily,2024-12-02,Bronx,Confirmed Crime,530
daily,2024-12-02,Bronx,Potential Crime,654
daily,2024-12-02,Brooklyn,Confirmed Crime,619
daily,2024-12-02,Brooklyn,Potential Crime,865
daily,2024-12-02,Manhattan,Confirmed Crime,549
daily,2024-12-02,Manhattan,Potential Crime,729
daily,2024-12-02,Queens,Confirmed Crime,455
daily,2024-12-02,Queens,Potential Crime,634
daily,2024-12-02,Staten Island,Confirmed Crime,64
daily,2024-12-02,Staten Island,Potential Crime,117
daily,2024-12-03,Bronx,Confirmed Crime,472
daily,2024-12-03,Bronx,Potential Crime,658
daily,2024-12-03,Brooklyn,Confirmed Crime,651
daily,2024-12-03,Brooklyn,Potential Crime,914
daily,2024-12-03,Manhattan,Confirmed Crime,553
daily,2024-12-03,Manhattan,Potential Crime,704
daily,2024-12-03,Queens,Confirmed Crime,400
daily,2024-12-03,Queens,Potential Crime,619
daily,2024-12-03,Staten Island,Confirmed Crime,63
daily,2024-12-03,Staten Island,Potential Crime,116
daily,2024-12-04,Bronx,Confirmed Crime,511
daily,2024-12-04,Bronx,Potential Crime,661
daily,2024-12-04,Brooklyn,Confirmed Crime,600
daily,2024-12-04,Brooklyn,Potential Crime,850
daily,2024-12-04,Manhattan,Confirmed Crime,537
daily,2024-12-04,Manhattan,Potential Crime,713
daily,2024-12-04,Queens,Confirmed Crime,441
daily,2024-12-04,Queens,Potential Crime,593
daily,2024-12-04,Staten Island,Confirmed Crime,60
daily,2024-12-04,Staten Island,Potential Crime,133
daily,2024-12-05,Bronx,Confirmed Crime,507
daily,2024-12-05,Bronx,Potential Crime,516
daily,2024-12-05,Brooklyn,Confirmed Crime,600
daily,2024-12-05,Brooklyn,Potential Crime,826
daily,2024-12-05,Manhattan,Confirmed Crime,514
daily,2024-12-05,Manhattan,Potential Crime,680
daily,2024-12-05,Queens,Confirmed Crime,397
daily,2024-12-05,Queens,Potential Crime,644
daily,2024-12-05,Staten Island,Confirmed Crime,49
daily,2024-12-05,Staten Island,Potential Crime,113
daily,2024-12-06,Bronx,Confirmed Crime,508
daily,2024-12-06,Bronx,Potential Crime,616
daily,2024-12-06,Brooklyn,Confirmed Crime,599
daily,2024-12-06,Brooklyn,Potential Crime,954
daily,2024-12-06,Manhattan,Confirmed Crime,597
daily,2024-12-06,Manhattan,Potential Crime,828
daily,2024-12-06,Queens,Confirmed Crime,454
daily,2024-12-06,Queens,Potential Crime,722
daily,2024-12-06,Staten Island,Confirmed Crime,71
daily,2024-12-06,Staten Island,Potential Crime,138
daily,2024-12-07,(Null),Potential Crime,1
daily,2024-12-07,Bronx,Confirmed Crime,501
daily,2024-12-07,Bronx,Potential Crime,692
daily,2024-12-07,Brooklyn,Confirmed Crime,583
daily,2024-12-07,Brooklyn,Potential Crime,963
daily,2024-12-07,Manhattan,Confirmed Crime,590
daily,2024-12-07,Manhattan,Potential Crime,828
daily,2024-12-07,Queens,Confirmed Crime,450
daily,2024-12-07,Queens,Potential Crime,749
daily,2024-12-07,Staten Island,Confirmed Crime,70
daily,2024-12-07,Staten Island,Potential Crime,128
daily,2024-12-08,Bronx,Confirmed Crime,449
daily,2024-12-08,Bronx,Potential Crime,709
daily,2024-12-08,Brooklyn,Confirmed Crime,606
daily,2024-12-08,Brooklyn,Potential Crime,1037
daily,2024-12-08,Manhattan,Confirmed Crime,603
daily,2024-12-08,Manhattan,Potential Crime,778
daily,2024-12-08,Queens,Confirmed Crime,441
daily,2024-12-08,Queens,Potential Crime,794
daily,2024-12-08,Staten Island,Confirmed Crime,45
daily,2024-12-08,Staten Island,Potential Crime,116
daily,2024-12-09,Bronx,Confirmed Crime,499
daily,2024-12-09,Bronx,Potential Crime,612
daily,2024-12-09,Brooklyn,Confirmed Crime,577
daily,2024-12-09,Brooklyn,Potential Crime,876
daily,2024-12-09,Manhattan,Confirmed Crime,582
daily,2024-12-09,Manhattan,Potential Crime,662
daily,2024-12-09,Queens,Confirmed Crime,518
daily,2024-12-09,Queens,Potential Crime,628
daily,2024-12-09,Staten Island,Confirmed Crime,68
daily,2024-12-09,Staten Island,Potential Crime,90
daily,2024-12-10,Bronx,Confirmed Crime,492
daily,2024-12-10,Bronx,Potential Crime,611
daily,2024-12-10,Brooklyn,Confirmed Crime,654
daily,2024-12-10,Brooklyn,Potential Crime,811
daily,2024-12-10,Manhattan,Confirmed Crime,567
daily,2024-12-10,Manhattan,Potential Crime,705
daily,2024-12-10,Queens,Confirmed Crime,456
daily,2024-12-10,Queens,Potential Crime,618
daily,2024-12-10,Staten Island,Confirmed Crime,60
daily,2024-12-10,Staten Island,Potential Crime,131
daily,2024-12-11,Bronx,Confirmed Crime,424
daily,2024-12-11,Bronx,Potential Crime,533
daily,2024-12-11,Brooklyn,Confirmed Crime,641
daily,2024-12-11,Brooklyn,Potential Crime,834
daily,2024-12-11,Manhattan,Confirmed Crime,545
daily,2024-12-11,Manhattan,Potential Crime,679
daily,2024-12-11,Queens,Confirmed Crime,393
daily,2024-12-11,Queens,Potential Crime,570
daily,2024-12-11,Staten Island,Confirmed Crime,72
daily,2024-12-11,Staten Island,Potential Crime,106
daily,2024-12-12,Bronx,Confirmed Crime,465
daily,2024-12-12,Bronx,Potential Crime,580
daily,2024-12-12,Brooklyn,Confirmed Crime,597
daily,2024-12-12,Brooklyn,Potential Crime,952
daily,2024-12-12,Manhattan,Confirmed Crime,529
daily,2024-12-12,Manhattan,Potential Crime,705
daily,2024-12-12,Queens,Confirmed Crime,473
daily,2024-12-12,Queens,Potential Crime,652
daily,2024-12-12,Staten Island,Confirmed Crime,51
daily,2024-12-12,Staten Island,Potential Crime,110
daily,2024-12-13,Bronx,Confirmed Crime,482
daily,2024-12-13,Bronx,Potential Crime,584
daily,2024-12-13,Brooklyn,Confirmed Crime,667
daily,2024-12-13,Brooklyn,Potential Crime,957
daily,2024-12-13,Manhattan,Confirmed Crime,599
daily,2024-12-13,Manhattan,Potential Crime,738
daily,2024-12-13,Queens,Confirmed Crime,479
daily,2024-12-13,Queens,Potential Crime,680
daily,2024-12-13,Staten Island,Confirmed Crime,60
daily,2024-12-13,Staten Island,Potential Crime,116
daily,2024-12-14,Bronx,Confirmed Crime,452
daily,2024-12-14,Bronx,Potential Crime,524
daily,2024-12-14,Brooklyn,Confirmed Crime,546
daily,2024-12-14,Brooklyn,Potential Crime,913
daily,2024-12-14,Manhattan,Confirmed Crime,582
daily,2024-12-14,Manhattan,Potential Crime,796
daily,2024-12-14,Queens,Confirmed Crime,415
daily,2024-12-14,Queens,Potential Crime,844
daily,2024-12-14,Staten Island,Confirmed Crime,60
daily,2024-12-14,Staten Island,Potential Crime,147
daily,2024-12-15,Bronx,Confirmed Crime,461
daily,2024-12-15,Bronx,Potential Crime,699
daily,2024-12-15,Brooklyn,Confirmed Crime,522
daily,2024-12-15,Brooklyn,Potential Crime,1002
daily,2024-12-15,Manhattan,Confirmed Crime,545
daily,2024-12-15,Manhattan,Potential Crime,757
daily,2024-12-15,Queens,Confirmed Crime,419
daily,2024-12-15,Queens,Potential Crime,722
daily,2024-12-15,Staten Island,Confirmed Crime,58
daily,2024-12-15,Staten Island,Potential Crime,117
daily,2024-12-16,Bronx,Confirmed Crime,477
daily,2024-12-16,Bronx,Potential Crime,528
daily,2024-12-16,Brooklyn,Confirmed Crime,603
daily,2024-12-16,Brooklyn,Potential Crime,866
daily,2024-12-16,Manhattan,Confirmed Crime,561
daily,2024-12-16,Manhattan,Potential Crime,590
daily,2024-12-16,Queens,Confirmed Crime,476
daily,2024-12-16,Queens,Potential Crime,586
daily,2024-12-16,Staten Island,Confirmed Crime,66
daily,2024-12-16,Staten Island,Potential Crime,117
daily,2024-12-17,Bronx,Confirmed Crime,497
daily,2024-12-17,Bronx,Potential Crime,481
daily,2024-12-17,Brooklyn,Confirmed Crime,673
daily,2024-12-17,Brooklyn,Potential Crime,796
daily,2024-12-17,Manhattan,Confirmed Crime,596
daily,2024-12-17,Manhattan,Potential Crime,689
daily,2024-12-17,Queens,Confirmed Crime,447
daily,2024-12-17,Queens,Potential Crime,671
daily,2024-12-17,Staten Island,Confirmed Crime,68
daily,2024-12-17,Staten Island,Potential Crime,122
daily,2024-12-18,Bronx,Confirmed Crime,484
daily,2024-12-18,Bronx,Potential Crime,530
daily,2024-12-18,Brooklyn,Confirmed Crime,578
daily,2024-12-18,Brooklyn,Potential Crime,835
daily,2024-12-18,Manhattan,Confirmed Crime,585
daily,2024-12-18,Manhattan,Potential Crime,637
daily,2024-12-18,Queens,Confirmed Crime,458
daily,2024-12-18,Queens,Potential Crime,600
daily,2024-12-18,Staten Island,Confirmed Crime,67
daily,2024-12-18,Staten Island,Potential Crime,119
daily,2024-12-19,Bronx,Confirmed Crime,541
daily,2024-12-19,Bronx,Potential Crime,557
daily,2024-12-19,Brooklyn,Confirmed Crime,640
daily,2024-12-19,Brooklyn,Potential Crime,841
daily,2024-12-19,Manhattan,Confirmed Crime,603
daily,2024-12-19,Manhattan,Potential Crime,727
daily,2024-12-19,Queens,Confirmed Crime,504
daily,2024-12-19,Queens,Potential Crime,702
daily,2024-12-19,Staten Island,Confirmed Crime,60
daily,2024-12-19,Staten Island,Potential Crime,113
daily,2024-12-20,Bronx,Confirmed Crime,469
daily,2024-12-20,Bronx,Potential Crime,552
daily,2024-12-20,Brooklyn,Confirmed Crime,621
daily,2024-12-20,Brooklyn,Potential Crime,878
daily,2024-12-20,Manhattan,Confirmed Crime,572
daily,2024-12-20,Manhattan,Potential Crime,726
daily,2024-12-20,Queens,Confirmed Crime,473
daily,2024-12-20,Queens,Potential Crime,697
daily,2024-12-20,Staten Island,Confirmed Crime,58
daily,2024-12-20,Staten Island,Potential Crime,129
daily,2024-12-21,Bronx,Confirmed Crime,432
daily,2024-12-21,Bronx,Potential Crime,545
daily,2024-12-21,Brooklyn,Confirmed Crime,565
daily,2024-12-21,Brooklyn,Potential Crime,921
daily,2024-12-21,Manhattan,Confirmed Crime,538
daily,2024-12-21,Manhattan,Potential Crime,740
daily,2024-12-21,Queens,Confirmed Crime,466
daily,2024-12-21,Queens,Potential Crime,763
daily,2024-12-21,Staten Island,Confirmed Crime,55
daily,2024-12-21,Staten Island,Potential Crime,104
daily,2024-12-22,Bronx,Confirmed Crime,428
daily,2024-12-22,Bronx,Potential Crime,620
daily,2024-12-22,Brooklyn,Confirmed Crime,536
daily,2024-12-22,Brooklyn,Potential Crime,910
daily,2024-12-22,Manhattan,Confirmed Crime,532
daily,2024-12-22,Manhattan,Potential Crime,723
daily,2024-12-22,Queens,Confirmed Crime,427
daily,2024-12-22,Queens,Potential Crime,749
daily,2024-12-22,Staten Island,Confirmed Crime,57
daily,2024-12-22,Staten Island,Potential Crime,131
daily,2024-12-23,Bronx,Confirmed Crime,480
daily,2024-12-23,Bronx,Potential Crime,537
daily,2024-12-23,Brooklyn,Confirmed Crime,557
daily,2024-12-23,Brooklyn,Potential Crime,849
daily,2024-12-23,Manhattan,Confirmed Crime,477
daily,2024-12-23,Manhattan,Potential Crime,668
daily,2024-12-23,Queens,Confirmed Crime,420
daily,2024-12-23,Queens,Potential Crime,662
daily,2024-12-23,Staten Island,Confirmed Crime,57
daily,2024-12-23,Staten Island,Potential Crime,118
daily,2024-12-24,Bronx,Confirmed Crime,404
daily,2024-12-24,Bronx,Potential Crime,449
daily,2024-12-24,Brooklyn,Confirmed Crime,490
daily,2024-12-24,Brooklyn,Potential Crime,699
daily,2024-12-24,Manhattan,Confirmed Crime,440
daily,2024-12-24,Manhattan,Potential Crime,524
daily,2024-12-24,Queens,Confirmed Crime,359
daily,2024-12-24,Queens,Potential Crime,570
daily,2024-12-24,Staten Island,Confirmed Crime,55
daily,2024-12-24,Staten Island,Potential Crime,123
daily,2024-12-25,Bronx,Confirmed Crime,387
daily,2024-12-25,Bronx,Potential Crime,439
daily,2024-12-25,Brooklyn,Confirmed Crime,433
daily,2024-12-25,Brooklyn,Potential Crime,535
daily,2024-12-25,Manhattan,Confirmed Crime,339
daily,2024-12-25,Manhattan,Potential Crime,440
daily,2024-12-25,Queens,Confirmed Crime,322
daily,2024-12-25,Queens,Potential Crime,561
daily,2024-12-25,Staten Island,Confirmed Crime,50
daily,2024-12-25,Staten Island,Potential Crime,83
daily,2024-12-26,Bronx,Confirmed Crime,464
daily,2024-12-26,Bronx,Potential Crime,546
daily,2024-12-26,Brooklyn,Confirmed Crime,500
daily,2024-12-26,Brooklyn,Potential Crime,771
daily,2024-12-26,Manhattan,Confirmed Crime,429
daily,2024-12-26,Manhattan,Potential Crime,731
daily,2024-12-26,Queens,Confirmed Crime,410
daily,2024-12-26,Queens,Potential Crime,680
daily,2024-12-26,Staten Island,Confirmed Crime,57
daily,2024-12-26,Staten Island,Potential Crime,98
daily,2024-12-27,Bronx,Confirmed Crime,444
daily,2024-12-27,Bronx,Potential Crime,616
daily,2024-12-27,Brooklyn,Confirmed Crime,593
daily,2024-12-27,Brooklyn,Potential Crime,948
daily,2024-12-27,Manhattan,Confirmed Crime,493
daily,2024-12-27,Manhattan,Potential Crime,756
daily,2024-12-27,Queens,Confirmed Crime,415
daily,2024-12-27,Queens,Potential Crime,757
daily,2024-12-27,Staten Island,Confirmed Crime,58
daily,2024-12-27,Staten Island,Potential Crime,143
daily,2024-12-28,Bronx,Confirmed Crime,484
daily,2024-12-28,Bronx,Potential Crime,605
daily,2024-12-28,Brooklyn,Confirmed Crime,520
daily,2024-12-28,Brooklyn,Potential Crime,851
daily,2024-12-28,Manhattan,Confirmed Crime,479
daily,2024-12-28,Manhattan,Potential Crime,737
daily,2024-12-28,Queens,Confirmed Crime,394
daily,2024-12-28,Queens,Potential Crime,821
daily,2024-12-28,Staten Island,Confirmed Crime,45
daily,2024-12-28,Staten Island,Potential Crime,111
daily,2024-12-29,Bronx,Confirmed Crime,463
daily,2024-12-29,Bronx,Potential Crime,632
daily,2024-12-29,Brooklyn,Confirmed Crime,562
daily,2024-12-29,Brooklyn,Potential Crime,913
daily,2024-12-29,Manhattan,Confirmed Crime,536
daily,2024-12-29,Manhattan,Potential Crime,697
daily,2024-12-29,Queens,Confirmed Crime,480
daily,2024-12-29,Queens,Potential Crime,828
daily,2024-12-29,Staten Island,Confirmed Crime,63
daily,2024-12-29,Staten Island,Potential Crime,113
daily,2024-12-30,Bronx,Confirmed Crime,511
daily,2024-12-30,Bronx,Potential Crime,493
daily,2024-12-30,Brooklyn,Confirmed Crime,560
daily,2024-12-30,Brooklyn,Potential Crime,873
daily,2024-12-30,Manhattan,Confirmed Crime,530
daily,2024-12-30,Manhattan,Potential Crime,672
daily,2024-12-30,Queens,Confirmed Crime,445
daily,2024-12-30,Queens,Potential Crime,691
daily,2024-12-30,Staten Island,Confirmed Crime,58
daily,2024-12-30,Staten Island,Potential Crime,137
daily,2024-12-31,Bronx,Confirmed Crime,379
daily,2024-12-31,Bronx,Potential Crime,437
daily,2024-12-31,Brooklyn,Confirmed Crime,463
daily,2024-12-31,Brooklyn,Potential Crime,764
daily,2024-12-31,Manhattan,Confirmed Crime,456
daily,2024-12-31,Manhattan,Potential Crime,563
daily,2024-12-31,Queens,Confirmed Crime,396
daily,2024-12-31,Queens,Potential Crime,561
daily,2024-12-31,Staten Island,Confirmed Crime,53
daily,2024-12-31,Staten Island,Potential Crime,137
monthly,2024-01-01,Bronx,Confirmed Crime,13984
monthly,2024-01-01,Bronx,Potential Crime,18427
monthly,2024-01-01,Brooklyn,Confirmed Crime,17671
monthly,2024-01-01,Brooklyn,Potential Crime,27777
monthly,2024-01-01,Manhattan,Confirmed Crime,16272
monthly,2024-01-01,Manhattan,Potential Crime,22229
monthly,2024-01-01,Queens,Confirmed Crime,13899
monthly,2024-01-01,Queens,Potential Crime,21038
monthly,2024-01-01,Staten Island,Confirmed Crime,1751
monthly,2024-01-01,Staten Island,Potential Crime,4014
monthly,2024-02-01,Bronx,Confirmed Crime,13368
monthly,2024-02-01,Bronx,Potential Crime,17866
monthly,2024-02-01,Brooklyn,Confirmed Crime,17327
monthly,2024-02-01,Brooklyn,Potential Crime,26921
monthly,2024-02-01,Manhattan,Confirmed Crime,15516
monthly,2024-02-01,Manhattan,Potential Crime,21123
monthly,2024-02-01,Queens,Confirmed Crime,13734
monthly,2024-02-01,Queens,Potential Crime,20491
monthly,2024-02-01,Staten Island,Confirmed Crime,1900
monthly,2024-02-01,Staten Island,Potential Crime,3839
monthly,2024-03-01,Bronx,Confirmed Crime,14432
monthly,2024-03-01,Bronx,Potential Crime,18335
monthly,2024-03-01,Brooklyn,Confirmed Crime,18738
monthly,2024-03-01,Brooklyn,Potential Crime,28232
monthly,2024-03-01,Manhattan,Confirmed Crime,17141
monthly,2024-03-01,Manhattan,Potential Crime,22449
monthly,2024-03-01,Queens,Confirmed Crime,14633
monthly,2024-03-01,Queens,Potential Crime,21417
monthly,2024-03-01,Staten Island,Confirmed Crime,2039
monthly,2024-03-01,Staten Island,Potential Crime,3944
monthly,2024-04-01,Bronx,Confirmed Crime,14170
monthly,2024-04-01,Bronx,Potential Crime,16879
monthly,2024-04-01,Brooklyn,Confirmed Crime,18210
monthly,2024-04-01,Brooklyn,Potential Crime,26581
monthly,2024-04-01,Manhattan,Confirmed Crime,16528
monthly,2024-04-01,Manhattan,Potential Crime,21558
monthly,2024-04-01,Queens,Confirmed Crime,14078
monthly,2024-04-01,Queens,Potential Crime,19993
monthly,2024-04-01,Staten Island,Confirmed Crime,1908
monthly,2024-04-01,Staten Island,Potential Crime,3613
monthly,2024-05-01,(Null),Potential Crime,1
monthly,2024-05-01,Bronx,Confirmed Crime,15260
monthly,2024-05-01,Bronx,Potential Crime,17484
monthly,2024-05-01,Brooklyn,Confirmed Crime,19918
monthly,2024-05-01,Brooklyn,Potential Crime,28799
monthly,2024-05-01,Manhattan,Confirmed Crime,17964
monthly,2024-05-01,Manhattan,Potential Crime,21910
monthly,2024-05-01,Queens,Confirmed Crime,15830
monthly,2024-05-01,Queens,Potential Crime,21633
monthly,2024-05-01,Staten Island,Confirmed Crime,2215
monthly,2024-05-01,Staten Island,Potential Crime,3840
monthly,2024-06-01,(Null),Confirmed Crime,1
monthly,2024-06-01,Bronx,Confirmed Crime,15034
monthly,2024-06-01,Bronx,Potential Crime,17006
monthly,2024-06-01,Brooklyn,Confirmed Crime,19447
monthly,2024-06-01,Brooklyn,Potential Crime,29501
monthly,2024-06-01,Manhattan,Confirmed Crime,17403
monthly,2024-06-01,Manhattan,Potential Crime,21501
monthly,2024-06-01,Queens,Confirmed Crime,16115
monthly,2024-06-01,Queens,Potential Crime,22309
monthly,2024-06-01,Staten Island,Confirmed Crime,2322
monthly,2024-06-01,Staten Island,Potential Crime,3861
monthly,2024-07-01,(Null),Potential Crime,3
monthly,2024-07-01,Bronx,Confirmed Crime,15623
monthly,2024-07-01,Bronx,Potential Crime,17386
monthly,2024-07-01,Brooklyn,Confirmed Crime,19809
monthly,2024-07-01,Brooklyn,Potential Crime,30013
monthly,2024-07-01,Manhattan,Confirmed Crime,17859
monthly,2024-07-01,Manhattan,Potential Crime,22476
monthly,2024-07-01,Queens,Confirmed Crime,16582
monthly,2024-07-01,Queens,Potential Crime,22564
monthly,2024-07-01,Staten Island,Confirmed Crime,2317
monthly,2024-07-01,Staten Island,Potential Crime,3987
monthly,2024-08-01,Bronx,Confirmed Crime,15163
monthly,2024-08-01,Bronx,Potential Crime,17819
monthly,2024-08-01,Brooklyn,Confirmed Crime,19511
monthly,2024-08-01,Brooklyn,Potential Crime,30042
monthly,2024-08-01,Manhattan,Confirmed Crime,17845
monthly,2024-08-01,Manhattan,Potential Crime,22217
monthly,2024-08-01,Queens,Confirmed Crime,15616
monthly,2024-08-01,Queens,Potential Crime,22304
monthly,2024-08-01,Staten Island,Confirmed Crime,2180
monthly,2024-08-01,Staten Island,Potential Crime,3914
monthly,2024-09-01,Bronx,Confirmed Crime,14998
monthly,2024-09-01,Bronx,Potential Crime,17383
monthly,2024-09-01,Brooklyn,Confirmed Crime,19207
monthly,2024-09-01,Brooklyn,Potential Crime,27566
monthly,2024-09-01,Manhattan,Confirmed Crime,17988
monthly,2024-09-01,Manhattan,Potential Crime,20689
monthly,2024-09-01,Queens,Confirmed Crime,15168
monthly,2024-09-01,Queens,Potential Crime,20522
monthly,2024-09-01,Staten Island,Confirmed Crime,2246
monthly,2024-09-01,Staten Island,Potential Crime,3582
monthly,2024-10-01,(Null),Potential Crime,1
monthly,2024-10-01,Bronx,Confirmed Crime,15912
monthly,2024-10-01,Bronx,Potential Crime,18620
monthly,2024-10-01,Brooklyn,Confirmed Crime,20318
monthly,2024-10-01,Brooklyn,Potential Crime,28875
monthly,2024-10-01,Manhattan,Confirmed Crime,18502
monthly,2024-10-01,Manhattan,Potential Crime,22517
monthly,2024-10-01,Queens,Confirmed Crime,15459
monthly,2024-10-01,Queens,Potential Crime,21745
monthly,2024-10-01,Staten Island,Confirmed Crime,2285
monthly,2024-10-01,Staten Island,Potential Crime,3672
monthly,2024-11-01,Bronx,Confirmed Crime,15344
monthly,2024-11-01,Bronx,Potential Crime,18327
monthly,2024-11-01,Brooklyn,Confirmed Crime,18965
monthly,2024-11-01,Brooklyn,Potential Crime,27921
monthly,2024-11-01,Manhattan,Confirmed Crime,17409
monthly,2024-11-01,Manhattan,Potential Crime,22595
monthly,2024-11-01,Queens,Confirmed Crime,14263
monthly,2024-11-01,Queens,Potential Crime,21236
monthly,2024-11-01,Staten Island,Confirmed Crime,2056
monthly,2024-11-01,Staten Island,Potential Crime,3692
monthly,2024-12-01,(Null),Potential Crime,1
